,Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Ask,Last,Volume,Open Int,Vol/OI,IV,Time,DTE in years,Risk free,IV_brenner
2868,GOOGL,1745.85,Call,1850.0,12/18/20,44,30.1,33.8,30.79,303,444,0.68,28.11,11/04/20,0.12054794520547946,0.0064,13.977187823558845
2869,GOOGL,1745.85,Call,1680.0,01/15/21,72,131.6,135.9,135.6,722,999,0.72,31.7,11/04/20,0.19726027397260273,0.0045000000000000005,43.93216921105259
2870,GOOGL,1745.85,Call,1850.0,11/20/20,16,9.8,11.9,11.4,399,172,2.32,30.31,11/04/20,0.043835616438356165,0.0079,8.16049323753432
2871,GOOGL,1745.85,Call,1750.0,11/20/20,16,42.0,46.7,44.69,569,1895,0.3,31.63,11/04/20,0.043835616438356165,0.0079,32.024792789315356
2872,GOOGL,1745.85,Call,1660.0,01/15/21,72,144.4,151.7,149.35,100,256,0.39,32.3,11/04/20,0.19726027397260273,0.0045000000000000005,49.03980919291153
2873,GOOGL,1745.85,Call,1860.0,11/20/20,16,8.2,10.2,9.25,206,355,0.58,29.76,11/04/20,0.043835616438356165,0.0079,6.994708489315131
2874,GOOGL,1745.85,Call,1750.0,12/18/20,44,70.4,75.9,72.5,348,316,1.1,30.17,11/04/20,0.12054794520547946,0.0064,31.386643662962026
2875,GOOGL,1745.85,Call,1900.0,11/20/20,16,4.1,5.7,4.7,153,174,0.88,29.81,11/04/20,0.043835616438356165,0.0079,3.908807685205515
2876,GOOGL,1745.85,Call,1600.0,01/15/21,72,186.2,194.2,189.47,120,866,0.14,32.43,11/04/20,0.19726027397260273,0.0045000000000000005,62.77871420740553
2877,GOOGL,1745.85,Call,2000.0,12/18/20,44,6.0,7.6,6.6,246,294,0.84,27.63,11/04/20,0.12054794520547946,0.0064,3.142799628965894
2878,GOOGL,1745.85,Call,1800.0,01/15/21,72,68.4,74.9,70.71,320,5999,0.05,29.68,11/04/20,0.19726027397260273,0.0045000000000000005,24.212799660837668
2879,GOOGL,1745.85,Call,1700.0,11/20/20,16,72.2,78.5,75.32,213,636,0.33,33.52,11/04/20,0.043835616438356165,0.0079,53.83182513835665
2880,GPN,170.86,Call,175.0,11/20/20,16,2.9,3.4,3.9,208,475,0.44,39.39,11/04/20,0.043835616438356165,0.0079,23.82401150273288
2881,GRMN,111.26,Call,110.0,11/20/20,16,3.1,3.3,3.5,188,524,0.36,30.12,11/04/20,0.043835616438356165,0.0079,35.510048000121344
2882,GRMN,111.26,Call,120.0,11/20/20,16,0.1,0.25,0.25,100,111,0.9,26.2,11/04/20,0.043835616438356165,0.0079,2.6901551515243445
2883,GRMN,111.26,Call,120.0,01/15/21,72,1.4,1.75,1.55,106,371,0.29,22.34,11/04/20,0.19726027397260273,0.0045000000000000005,8.877059100405011
2884,GS,197.87,Call,220.0,12/18/20,44,1.61,1.9,1.85,106,430,0.25,30.24,11/04/20,0.12054794520547946,0.0064,6.9324009857862565
2885,GS,197.87,Call,215.0,11/20/20,16,0.67,0.91,0.86,120,2242,0.05,33.56,11/04/20,0.043835616438356165,0.0079,5.506020368207908
2886,GS,197.87,Call,220.0,11/20/20,16,0.3,0.51,0.49,132,3038,0.04,34.58,11/04/20,0.043835616438356165,0.0079,3.0857916349297065
2887,GS,197.87,Call,200.0,01/15/21,72,9.8,10.3,10.3,146,4451,0.03,31.4,11/04/20,0.19726027397260273,0.0045000000000000005,29.37834923005418
2888,GS,197.87,Call,205.0,11/20/20,16,2.67,2.96,2.9,137,2340,0.06,34.08,11/04/20,0.043835616438356165,0.0079,17.90969262625869
2889,GS,197.87,Call,200.0,11/20/20,16,4.6,5.0,4.83,672,3009,0.22,34.76,11/04/20,0.043835616438356165,0.0079,30.252859165977515
2890,GS,197.87,Call,210.0,11/20/20,16,1.5,1.68,1.62,394,1994,0.2,33.64,11/04/20,0.043835616438356165,0.0079,10.164960679768445
2891,GS,197.87,Call,205.0,01/15/21,72,7.45,8.1,8.04,127,2841,0.04,30.86,11/04/20,0.19726027397260273,0.0045000000000000005,23.103362015867845
2892,GS,197.87,Call,200.0,12/18/20,44,6.9,7.75,7.96,170,987,0.17,32.02,11/04/20,0.12054794520547946,0.0064,28.27689875781236
2893,GSK,36.57,Call,35.0,01/21/22,443,3.7,3.9,3.8,156,639,0.24,16.3,11/04/20,1.2136986301369863,0.0049,24.264656630321085
2894,GSK,36.57,Call,40.0,01/15/21,72,0.3,0.4,0.35,101,3183,0.03,21.24,11/04/20,0.19726027397260273,0.0045000000000000005,6.173126109682794
2895,GSK,36.57,Call,35.0,01/15/21,72,1.95,2.4,2.3,173,1339,0.13,20.42,11/04/20,0.19726027397260273,0.0045000000000000005,37.038756658096766
2896,GSK,36.57,Call,38.0,11/20/20,16,0.15,0.35,0.25,220,2812,0.08,24.19,11/04/20,0.043835616438356165,0.0079,11.45828074985064
2897,GSK,36.57,Call,40.0,05/21/21,198,0.9,1.2,0.95,179,196,0.91,19.25,11/04/20,0.5424657534246575,0.0039000000000000003,11.167605321471349
2898,GSK,36.57,Call,37.0,12/18/20,44,0.8,0.95,0.9,218,427,0.51,21.04,11/04/20,0.12054794520547946,0.0064,18.754637449514995
2899,GSK,36.57,Call,40.0,02/19/21,107,0.55,0.6,0.65,286,11753,0.02,22.27,11/04/20,0.29315068493150687,0.0040999999999999995,7.595751841789798
2900,GSK,36.57,Call,35.0,11/20/20,16,1.15,4.0,2.05,164,1316,0.12,35.81,11/04/20,0.043835616438356165,0.0079,130.95177999829303
2901,GSK,36.57,Call,40.0,12/18/20,44,0.15,0.2,0.2,275,484,0.57,22.67,11/04/20,0.12054794520547946,0.0064,3.948344726213683
2902,GSK,36.57,Call,36.0,11/20/20,16,1.0,1.1,1.05,171,1482,0.12,23.56,11/04/20,0.043835616438356165,0.0079,36.011739499530584
2903,GSK,36.57,Call,39.0,11/20/20,16,0.1,0.2,0.15,687,4422,0.16,27.65,11/04/20,0.043835616438356165,0.0079,6.547588999914653
2904,GWPH,111.24,Call,120.0,11/20/20,16,0.8,1.0,1.4,105,869,0.12,46.23,11/04/20,0.043835616438356165,0.0079,10.762555273592183
2905,GWPH,111.24,Call,120.0,01/15/21,72,3.8,5.4,4.44,2119,258,8.21,38.89,11/04/20,0.19726027397260273,0.0045000000000000005,27.396992940667452
2906,GWPH,111.24,Call,115.0,11/20/20,16,1.55,3.0,2.3,175,682,0.26,40.94,11/04/20,0.043835616438356165,0.0079,32.287665820776546
2907,GWPH,111.24,Call,110.0,11/20/20,16,3.8,5.8,4.2,158,1403,0.11,37.94,11/04/20,0.043835616438356165,0.0079,62.42282058683466
2908,GWPH,111.24,Call,125.0,11/20/20,16,0.35,0.65,0.5,159,2456,0.06,43.11,11/04/20,0.043835616438356165,0.0079,6.995660927834918
2909,HALO,32.92,Call,32.0,03/19/21,135,4.0,4.3,4.22,220,3393,0.06,46.53,11/04/20,0.3698630136986301,0.0040999999999999995,53.83666031787748
2910,HBAN,10.08,Call,11.0,01/15/21,72,0.3,0.4,0.35,3698,5074,0.73,37.96,11/04/20,0.19726027397260273,0.0045000000000000005,22.395954546736093
2911,HCA,131.8,Call,140.0,12/18/20,44,3.5,4.2,4.0,423,254,1.67,38.82,11/04/20,0.12054794520547946,0.0064,23.006147946815798
2912,HD,282.72,Call,275.0,12/18/20,44,15.4,16.15,17.84,162,734,0.22,34.54,11/04/20,0.12054794520547946,0.0064,41.240699476474866
2913,HD,282.72,Call,320.0,11/20/20,16,0.25,0.39,0.35,788,1171,0.67,33.76,11/04/20,0.043835616438356165,0.0079,1.6515223293980394
2914,HD,282.72,Call,305.0,12/18/20,44,3.0,3.35,3.41,131,261,0.5,27.14,11/04/20,0.12054794520547946,0.0064,8.554572337225437
2915,HD,282.72,Call,270.0,01/15/21,72,20.85,22.15,21.8,235,2855,0.08,28.65,11/04/20,0.19726027397260273,0.0045000000000000005,44.21680075303179
2916,HD,282.72,Call,290.0,01/15/21,72,10.3,11.15,10.95,121,3379,0.04,27.48,11/04/20,0.19726027397260273,0.0045000000000000005,22.25811866349005
2917,HD,282.72,Call,305.0,11/20/20,16,1.09,1.22,1.16,152,4000,0.04,30.97,11/04/20,0.043835616438356165,0.0079,5.166300620168225
2918,HD,282.72,Call,280.0,11/20/20,16,9.2,9.45,9.6,348,2346,0.15,34.32,11/04/20,0.043835616438356165,0.0079,40.01765644310634
2919,HD,282.72,Call,290.0,12/18/20,44,7.45,7.95,8.7,224,642,0.35,29.7,11/04/20,0.12054794520547946,0.0064,20.301149277893202
2920,HD,282.72,Call,295.0,11/20/20,16,2.77,3.05,3.58,172,1501,0.11,34.22,11/04/20,0.043835616438356165,0.0079,12.915751550420563
2921,HD,282.72,Call,295.0,12/18/20,44,5.65,6.05,5.84,136,939,0.14,26.77,11/04/20,0.12054794520547946,0.0064,15.449302280660865
2922,HD,282.72,Call,330.0,01/15/21,72,1.18,1.63,1.85,441,5982,0.07,27.23,11/04/20,0.19726027397260273,0.0045000000000000005,3.2538774369048227
2923,HD,282.72,Call,310.0,11/20/20,16,0.67,0.79,0.85,132,1128,0.12,32.65,11/04/20,0.043835616438356165,0.0079,3.3453913851909003
2924,HD,282.72,Call,275.0,11/20/20,16,12.35,12.7,12.55,137,1146,0.12,34.29,11/04/20,0.043835616438356165,0.0079,53.78034252142333
2925,HD,282.72,Call,270.0,12/18/20,44,18.6,19.75,19.25,131,218,0.6,29.94,11/04/20,0.12054794520547946,0.0064,50.43367273438878
2926,HD,282.72,Call,290.0,11/20/20,16,4.35,4.65,4.95,643,3013,0.21,33.46,11/04/20,0.043835616438356165,0.0079,19.69122777359201
2927,HD,282.72,Call,315.0,11/20/20,16,0.32,0.45,0.45,2284,427,5.35,31.85,11/04/20,0.043835616438356165,0.0079,1.9056026877669687
2928,HD,282.72,Call,300.0,11/20/20,16,1.71,1.89,1.86,453,2950,0.15,30.85,11/04/20,0.043835616438356165,0.0079,8.003531288621266
2929,HD,282.72,Call,285.0,11/20/20,16,6.5,6.8,6.6,175,1620,0.11,32.06,11/04/20,0.043835616438356165,0.0079,28.795773948478637
2930,HLF,47.48,Call,60.0,01/15/21,72,0.2,0.5,0.3,100,183,0.55,36.52,11/04/20,0.19726027397260273,0.0045000000000000005,5.943324079378154
2931,HLT,93.09,Call,105.0,12/18/20,44,1.65,1.85,1.75,234,883,0.27,42.61,11/04/20,0.12054794520547946,0.0064,14.347582354690278
2932,HLT,93.09,Call,110.0,12/18/20,44,0.9,1.1,1.0,116,1593,0.07,42.7,11/04/20,0.12054794520547946,0.0064,8.530994913599626
2933,HLT,93.09,Call,100.0,11/20/20,16,1.2,1.4,1.24,176,1778,0.1,45.89,11/04/20,0.043835616438356165,0.0079,18.005342228898396
2934,HLT,93.09,Call,95.0,11/20/20,16,2.55,2.9,2.7,228,988,0.23,45.18,11/04/20,0.043835616438356165,0.0079,37.29678033128954
2935,HLT,93.09,Call,115.0,01/15/21,72,1.0,1.25,1.6,354,1691,0.21,45.18,11/04/20,0.19726027397260273,0.0045000000000000005,7.578392611689622
2936,HLT,93.09,Call,95.0,01/15/21,72,5.7,6.2,6.06,179,1750,0.1,41.17,11/04/20,0.19726027397260273,0.0045000000000000005,37.58882735398053
2937,HOLX,73.75,Call,75.0,12/18/20,44,3.8,4.2,3.9,270,1317,0.21,43.11,11/04/20,0.12054794520547946,0.0064,41.11471592393657
2938,HOLX,73.75,Call,85.0,12/18/20,44,1.05,1.55,1.22,204,718,0.28,44.64,11/04/20,0.12054794520547946,0.0064,15.17328801954802
2939,HON,178.91,Call,180.0,11/20/20,16,3.55,4.1,3.95,186,1171,0.16,29.48,11/04/20,0.043835616438356165,0.0079,27.4363046190879
2940,HON,178.91,Call,180.0,01/15/21,72,7.9,9.15,8.1,104,3497,0.03,26.37,11/04/20,0.19726027397260273,0.0045000000000000005,28.864005362396778
2941,HON,178.91,Call,180.0,12/18/20,44,6.05,7.3,6.62,120,3907,0.03,28.16,11/04/20,0.12054794520547946,0.0064,29.45766185385755
2942,HON,178.91,Call,185.0,01/15/21,72,5.6,7.45,5.93,147,1688,0.09,26.13,11/04/20,0.19726027397260273,0.0045000000000000005,23.501293983590823
2943,HPE,8.82,Call,10.0,12/18/20,44,0.1,0.2,0.15,336,272,1.24,41.92,11/04/20,0.12054794520547946,0.0064,16.3708578954234
2944,HPE,8.82,Call,15.0,01/21/22,443,0.1,0.2,0.15,109,1645,0.07,33.15,11/04/20,1.2136986301369863,0.0049,5.159360968491436
2945,HPQ,18.28,Call,20.0,01/15/21,72,0.51,0.6,0.54,913,8040,0.11,35.2,11/04/20,0.19726027397260273,0.0045000000000000005,18.524443804521315
2946,HRB,17.22,Call,18.0,11/20/20,16,0.2,0.35,0.3,116,1113,0.1,41.39,11/04/20,0.043835616438356165,0.0079,24.333874972243784
2947,HRTX,17.31,Call,16.0,11/20/20,16,1.2,1.9,1.3,205,168,1.22,16.36,11/04/20,0.043835616438356165,0.0079,131.41135946882434
2948,HSBC,21.47,Call,21.5,11/20/20,16,0.55,0.78,0.64,191,124,1.54,36.11,11/04/20,0.043835616438356165,0.0079,43.49495975476607
2949,HSBC,21.47,Call,23.0,11/20/20,16,0.09,0.2,0.19,156,565,0.28,37.85,11/04/20,0.043835616438356165,0.0079,11.152553783273351
2950,HSBC,21.47,Call,21.0,12/18/20,44,1.21,1.3,1.29,305,2114,0.14,34.57,11/04/20,0.12054794520547946,0.0064,43.714079326717446
2951,HSBC,21.47,Call,24.0,12/18/20,44,0.22,0.27,0.24,113,3185,0.04,33.25,11/04/20,0.12054794520547946,0.0064,9.079078014010546
2952,HSBC,21.47,Call,23.0,12/18/20,44,0.4,0.45,0.48,160,3479,0.05,34.55,11/04/20,0.12054794520547946,0.0064,15.131796690017577
2953,HSBC,21.47,Call,21.0,01/15/21,72,1.45,1.61,1.63,185,729,0.25,35.87,11/04/20,0.19726027397260273,0.0045000000000000005,42.32178238799146
2954,HSIC,59.94,Call,65.0,11/20/20,16,0.55,0.7,0.63,1569,538,2.92,44.65,11/04/20,0.043835616438356165,0.0079,13.98162585992786
2955,HSY,143.94,Call,150.0,01/15/21,72,2.55,4.4,4.2,217,287,0.76,25.51,11/04/20,0.19726027397260273,0.0045000000000000005,17.25207336488883
2956,HTGC,11.94,Call,12.5,11/20/20,16,0.05,0.05,0.03,135,1064,0.13,18.8,11/04/20,0.043835616438356165,0.0079,5.013511928954751
2957,HTGC,11.94,Call,12.5,04/16/21,163,0.45,0.55,0.5,187,1085,0.17,21.95,11/04/20,0.4465753424657534,0.0040999999999999995,17.278296681769596
2958,HTHT,40.65,Call,40.0,12/18/20,44,2.65,3.2,2.78,183,349,0.52,43.05,11/04/20,0.12054794520547946,0.0064,56.83285279710086
2959,HUM,452.01,Call,400.0,11/20/20,16,53.1,56.9,54.69,230,629,0.37,48.74,11/04/20,0.043835616438356165,0.0079,150.70948940797112
2960,HUN,23.61,Call,25.0,02/19/21,107,1.35,1.5,1.8,150,203,0.74,45.65,11/04/20,0.29315068493150687,0.0040999999999999995,29.41302889180993
2961,HYLN,21.08,Call,15.0,01/15/21,72,5.4,6.6,5.97,137,577,0.24,29.19,11/04/20,0.19726027397260273,0.0045000000000000005,176.70280646172424
2962,HYLN,21.08,Call,15.0,12/18/20,44,5.6,6.4,6.13,1030,494,2.09,48.09,11/04/20,0.12054794520547946,0.0064,219.18932316908445
2963,HZNP,80.92,Call,85.0,11/20/20,16,1.65,1.85,1.8,389,6660,0.06,49.75,11/04/20,0.043835616438356165,0.0079,27.371098615591073
2964,HZNP,80.92,Call,80.0,12/18/20,44,5.8,6.6,5.85,159,1068,0.15,47.64,11/04/20,0.12054794520547946,0.0064,58.88410651312326
2965,HZNP,80.92,Call,80.0,11/20/20,16,3.6,4.1,3.4,440,1859,0.24,42.98,11/04/20,0.043835616438356165,0.0079,60.66027260752615
2966,IAA,60.54,Call,60.0,11/20/20,16,1.9,2.15,2.0,241,351,0.69,33.67,11/04/20,0.043835616438356165,0.0079,42.51795993663607
2967,IBM,111.9,Call,110.0,11/20/20,16,2.92,3.15,3.11,157,1564,0.1,21.23,11/04/20,0.043835616438356165,0.0079,33.70209064520412
2968,IBM,111.9,Call,130.0,01/15/21,72,0.52,0.59,0.56,443,5969,0.07,24.78,11/04/20,0.19726027397260273,0.0045000000000000005,2.975719858810296
2969,IBM,111.9,Call,130.0,11/20/20,16,0.02,0.05,0.02,473,8627,0.05,29.63,11/04/20,0.043835616438356165,0.0079,0.5349538197651449
2970,IBM,111.9,Call,110.0,01/21/22,443,10.7,12.8,12.4,115,848,0.14,21.38,11/04/20,1.2136986301369863,0.0049,26.02641715365546
2971,IBM,111.9,Call,113.0,11/20/20,16,1.28,1.57,1.54,289,1077,0.27,21.41,11/04/20,0.043835616438356165,0.0079,16.79754994062555
2972,IBM,111.9,Call,115.0,01/15/21,72,3.3,3.5,3.45,308,1588,0.19,23.41,11/04/20,0.19726027397260273,0.0045000000000000005,17.652575433620402
2973,IBM,111.9,Call,135.0,06/18/21,226,1.88,2.31,2.12,182,468,0.39,23.93,11/04/20,0.6191780821917808,0.0039000000000000003,6.576033852084448
2974,IBM,111.9,Call,130.0,03/19/21,135,1.45,1.61,1.52,117,1089,0.11,24.15,11/04/20,0.3698630136986301,0.0040999999999999995,5.9301444413406665
2975,IBM,111.9,Call,125.0,11/20/20,16,0.05,0.08,0.07,282,3436,0.08,27.3,11/04/20,0.043835616438356165,0.0079,0.8559261116242318
2976,IBM,111.9,Call,115.0,11/20/20,16,0.85,0.96,0.89,249,2050,0.12,21.72,11/04/20,0.043835616438356165,0.0079,10.271113339490782
2977,IBM,111.9,Call,120.0,06/18/21,226,5.05,5.65,5.35,130,752,0.17,23.15,11/04/20,0.6191780821917808,0.0039000000000000003,16.084238642544214
2978,IBM,111.9,Call,118.0,11/20/20,16,0.37,0.43,0.39,104,390,0.27,23.03,11/04/20,0.043835616438356165,0.0079,4.6006028499802465
2979,IBM,111.9,Call,115.0,12/18/20,44,2.12,2.26,2.2,284,2902,0.1,22.0,11/04/20,0.12054794520547946,0.0064,14.581035951789708
2980,IBM,111.9,Call,120.0,01/15/21,72,1.6,1.97,2.0,117,3074,0.04,24.07,11/04/20,0.19726027397260273,0.0045000000000000005,9.93587817263777
2981,IBM,111.9,Call,125.0,01/15/21,72,1.0,1.16,1.02,178,3273,0.05,23.94,11/04/20,0.19726027397260273,0.0045000000000000005,5.850567857999904
2982,IBM,111.9,Call,140.0,12/18/20,44,0.05,0.07,0.07,144,5390,0.03,29.61,11/04/20,0.12054794520547946,0.0064,0.45162500735631844
2983,IBM,111.9,Call,100.0,01/21/22,443,17.0,19.7,17.3,414,1840,0.23,19.02,11/04/20,1.2136986301369863,0.0049,40.05628265054785
2984,IBM,111.9,Call,120.0,11/20/20,16,0.17,0.25,0.22,967,3054,0.32,23.88,11/04/20,0.043835616438356165,0.0079,2.674769098825724
2985,IBM,111.9,Call,125.0,12/18/20,44,0.44,0.5,0.5,251,2794,0.09,24.81,11/04/20,0.12054794520547946,0.0064,3.2258929096879885
2986,IBM,111.9,Call,135.0,01/15/21,72,0.28,0.39,0.32,211,4784,0.04,25.83,11/04/20,0.19726027397260273,0.0045000000000000005,1.9670012626034163
2987,IBM,111.9,Call,120.0,12/18/20,44,0.98,1.13,1.0,397,2787,0.14,22.88,11/04/20,0.12054794520547946,0.0064,7.290517975894854
2988,IBM,111.9,Call,150.0,01/20/23,807,5.0,5.15,4.85,108,547,0.2,21.64,11/04/20,2.210958904109589,0.0053,7.758481726158017
2989,IBN,12.0,Call,12.0,11/20/20,16,0.35,0.45,0.44,290,185,1.57,43.52,11/04/20,0.043835616438356165,0.0079,44.89599932378978
2990,ICE,98.36,Call,105.0,12/18/20,44,0.8,0.95,0.85,212,1161,0.18,21.67,11/04/20,0.12054794520547946,0.0064,6.972926916721872
2991,IFF,105.02,Call,120.0,02/19/21,107,1.8,2.15,1.98,166,298,0.56,28.67,11/04/20,0.29315068493150687,0.0040999999999999995,9.477873840485048
2992,IFF,105.02,Call,150.0,03/19/21,135,0.15,0.4,0.4,500,4607,0.11,32.89,11/04/20,0.3698630136986301,0.0040999999999999995,1.5698474777026101
2993,ILMN,311.33,Call,470.0,01/21/22,443,7.0,15.0,9.83,1004,1035,0.97,33.14,11/04/20,1.2136986301369863,0.0049,10.96237844299324
2994,ILMN,311.33,Call,310.0,11/20/20,16,10.5,11.7,11.2,106,131,0.81,40.15,11/04/20,0.043835616438356165,0.0079,44.99261808698941
2995,INCY,91.21,Call,85.0,11/20/20,16,6.6,8.0,7.6,153,177,0.86,49.51,11/04/20,0.043835616438356165,0.0079,105.00836738378636
2996,INCY,91.21,Call,115.0,01/15/21,72,1.0,1.25,1.15,223,3782,0.06,43.59,11/04/20,0.19726027397260273,0.0045000000000000005,7.734596735250378
2997,INFO,86.21,Call,70.0,12/18/20,44,15.7,17.4,16.2,100,101,0.99,0.0,11/04/20,0.12054794520547946,0.0064,145.71411782245903
2998,INFY,14.68,Call,14.0,12/18/20,44,1.1,1.2,1.11,402,2825,0.14,35.36,11/04/20,0.12054794520547946,0.0064,59.01538145952359
2999,INOV,19.76,Call,22.5,04/16/21,163,1.5,1.65,1.5,209,891,0.23,46.39,11/04/20,0.4465753424657534,0.0040999999999999995,31.32128477434143
3000,INTC,45.7,Call,41.0,11/20/20,16,4.55,4.85,4.8,185,188,0.98,32.95,11/04/20,0.043835616438356165,0.0079,127.05797036929565
3001,INTC,45.7,Call,45.0,12/18/20,44,2.02,2.19,2.1,504,4256,0.12,26.76,11/04/20,0.12054794520547946,0.0064,34.59696027750758
3002,INTC,45.7,Call,52.5,12/18/20,44,0.19,0.23,0.2,4655,24045,0.19,29.1,11/04/20,0.12054794520547946,0.0064,3.633470714076139
3003,INTC,45.7,Call,60.0,02/19/21,107,0.2,0.23,0.22,205,8460,0.02,31.44,11/04/20,0.29315068493150687,0.0040999999999999995,2.330001032694317
3004,INTC,45.7,Call,52.5,06/18/21,226,1.88,2.03,1.95,536,12641,0.04,28.8,11/04/20,0.6191780821917808,0.0039000000000000003,14.150180660035302
3005,INTC,45.7,Call,55.0,01/15/21,72,0.21,0.23,0.22,696,32856,0.02,28.73,11/04/20,0.19726027397260273,0.0045000000000000005,2.8404147166932687
3006,INTC,45.7,Call,50.0,03/19/21,135,1.65,1.81,1.69,169,3595,0.05,28.72,11/04/20,0.3698630136986301,0.0040999999999999995,16.324198119041238
3007,INTC,45.7,Call,100.0,01/21/22,443,0.21,0.23,0.23,178,22279,0.01,35.08,11/04/20,1.2136986301369863,0.0049,1.1451071838820273
3008,INTC,45.7,Call,50.0,11/20/20,16,0.11,0.14,0.11,1002,42468,0.02,30.34,11/04/20,0.043835616438356165,0.0079,3.6676527529281224
3009,INTC,45.7,Call,50.0,01/20/23,807,6.3,6.6,6.45,268,4145,0.06,27.77,11/04/20,2.210958904109589,0.0053,24.345984126263485
3010,INTC,45.7,Call,50.0,12/18/20,44,0.4,0.45,0.44,1282,49762,0.03,27.52,11/04/20,0.12054794520547946,0.0064,7.108964440583748
3011,INTC,45.7,Call,45.0,11/20/20,16,1.39,1.46,1.43,396,6525,0.06,27.03,11/04/20,0.043835616438356165,0.0079,38.24837870910756
3012,INTC,45.7,Call,50.0,06/18/21,226,2.58,2.74,2.61,511,27767,0.02,28.51,11/04/20,0.6191780821917808,0.0039000000000000003,19.099258624875237
3013,INTC,45.7,Call,40.0,11/20/20,16,5.6,5.85,5.7,1961,1235,1.59,18.17,11/04/20,0.043835616438356165,0.0079,153.25549003306796
3014,INTC,45.7,Call,52.5,01/20/23,807,5.0,7.05,5.6,267,711,0.38,27.7,11/04/20,2.210958904109589,0.0053,26.00593758941781
3015,INTC,45.7,Call,45.0,01/15/21,72,2.55,2.67,2.63,468,12243,0.04,27.26,11/04/20,0.19726027397260273,0.0045000000000000005,32.97350997204794
3016,INTC,45.7,Call,60.0,04/16/21,163,0.4,0.5,0.42,120,3081,0.04,29.45,11/04/20,0.4465753424657534,0.0040999999999999995,4.103896208082931
3017,INTC,45.7,Call,47.0,11/20/20,16,0.54,0.6,0.59,757,9454,0.08,28.71,11/04/20,0.043835616438356165,0.0079,15.718511798263382
3018,INTC,45.7,Call,50.0,02/19/21,107,1.31,1.48,1.42,203,9659,0.02,29.45,11/04/20,0.29315068493150687,0.0040999999999999995,14.9930501234243
3019,INTC,45.7,Call,65.0,01/15/21,72,0.05,0.07,0.06,828,30038,0.03,37.6,11/04/20,0.19726027397260273,0.0045000000000000005,0.8644740442109949
3020,INTC,45.7,Call,47.5,01/20/23,807,6.6,8.0,6.85,286,943,0.3,25.74,11/04/20,2.210958904109589,0.0053,29.510283789410284
3021,INTC,45.7,Call,60.0,06/18/21,226,0.72,0.82,0.77,435,9744,0.04,29.43,11/04/20,0.6191780821917808,0.0039000000000000003,5.715836522772881
3022,INTC,45.7,Call,47.5,04/16/21,163,2.75,2.91,2.8,108,761,0.14,28.21,11/04/20,0.4465753424657534,0.0040999999999999995,23.884675931042658
3023,INTC,45.7,Call,42.5,01/21/22,443,7.05,7.65,7.5,138,1038,0.13,27.53,11/04/20,1.2136986301369863,0.0049,38.087260681293515
3024,INTC,45.7,Call,50.0,04/16/21,163,1.92,2.12,1.95,543,4873,0.11,28.27,11/04/20,0.4465753424657534,0.0040999999999999995,17.400519922271627
3025,INTC,45.7,Call,25.0,01/21/22,443,20.4,21.2,20.7,351,351,1.0,22.76,11/04/20,1.2136986301369863,0.0049,105.54900999260421
3026,INTC,45.7,Call,28.0,01/15/21,72,17.6,17.85,17.7,640,174,3.68,0.0,11/04/20,0.19726027397260273,0.0045000000000000005,220.44088127380368
3027,INTC,45.7,Call,27.5,11/20/20,16,18.1,18.35,18.2,205,108,1.9,0.0,11/04/20,0.043835616438356165,0.0079,480.72448583022174
3028,INTC,45.7,Call,48.5,11/20/20,16,0.24,0.27,0.25,109,4573,0.02,28.89,11/04/20,0.043835616438356165,0.0079,7.073330309218521
3029,INTC,45.7,Call,25.0,01/20/23,807,19.85,21.8,20.75,328,325,1.01,20.22,11/04/20,2.210958904109589,0.0053,80.41552332614302
3030,INTC,45.7,Call,55.0,04/16/21,163,0.86,0.97,0.94,107,1927,0.06,29.06,11/04/20,0.4465753424657534,0.0040999999999999995,7.961558643680886
3031,INTC,45.7,Call,32.5,12/18/20,44,13.05,13.35,13.2,290,141,2.06,17.22,11/04/20,0.12054794520547946,0.0064,210.89927840398457
3032,INTC,45.7,Call,40.5,11/20/20,16,5.05,5.35,5.3,135,139,0.97,35.92,11/04/20,0.043835616438356165,0.0079,140.1567302011818
3033,INTC,45.7,Call,46.5,11/20/20,16,0.7,0.76,0.7,229,483,0.47,27.0,11/04/20,0.043835616438356165,0.0079,19.91011494446695
3034,INTC,45.7,Call,51.0,11/20/20,16,0.06,0.1,0.08,823,1579,0.52,32.87,11/04/20,0.043835616438356165,0.0079,2.61975196637723
3035,INTC,45.7,Call,55.0,11/20/20,16,0.02,0.04,0.03,574,24236,0.02,42.3,11/04/20,0.043835616438356165,0.0079,1.047900786550892
3036,INTC,45.7,Call,45.5,11/20/20,16,1.12,1.21,1.22,204,584,0.35,28.91,11/04/20,0.043835616438356165,0.0079,31.698998793164485
3037,INTC,45.7,Call,47.5,11/20/20,16,0.41,0.46,0.42,464,2969,0.16,27.81,11/04/20,0.043835616438356165,0.0079,12.050859045335258
3038,INTC,45.7,Call,57.5,12/18/20,44,0.05,0.07,0.07,130,18881,0.01,34.72,11/04/20,0.12054794520547946,0.0064,1.1058389129796944
3039,INTC,45.7,Call,55.0,06/18/21,226,1.37,1.45,1.44,123,11299,0.01,29.02,11/04/20,0.6191780821917808,0.0039000000000000003,10.107271900025216
